date,district,service_type,day_of_week,is_weekend,month,quarter,festival_period,available_workers,demand,lag_1d_demand,lag_7d_demand,lag_14d_demand,rolling_7d_demand,rolling_30d_demand,service_demand_index
2025-02-28,Chennai,Gardening,4,0,2,1,0,24,8,6,13,4,7.29,7.67,0.57
2025-03-01,Chennai,Gardening,5,1,3,1,0,26,7,8,9,9,6.57,7.73,0.594
2025-03-02,Chennai,Gardening,6,1,3,1,0,23,7,7,10,9,6.29,7.7,0.594
2025-03-03,Chennai,Gardening,0,0,3,1,0,25,9,7,2,5,5.86,7.47,0.594
2025-03-04,Chennai,Gardening,1,0,3,1,0,20,11,9,6,8,6.86,7.57,0.594
2025-03-05,Chennai,Gardening,2,0,3,1,0,28,8,11,5,13,7.57,7.73,0.594
2025-03-06,Chennai,Gardening,3,0,3,1,0,24,14,8,6,5,8.0,7.73,0.594
2025-03-07,Chennai,Gardening,4,0,3,1,0,24,7,14,8,13,9.14,8.0,0.594
2025-03-08,Chennai,Gardening,5,1,3,1,0,22,6,7,7,9,9.0,8.07,0.594
2025-03-09,Chennai,Gardening,6,1,3,1,0,27,10,6,7,10,8.86,7.97,0.594
2025-03-10,Chennai,Gardening,0,0,3,1,0,26,4,10,9,2,9.29,7.87,0.594
2025-03-11,Chennai,Gardening,1,0,3,1,0,25,8,4,11,6,8.57,7.63,0.594
2025-03-12,Chennai,Gardening,2,0,3,1,0,21,7,8,8,5,8.14,7.63,0.594
2025-03-13,Chennai,Gardening,3,0,3,1,0,29,11,7,14,6,8.0,7.63,0.594
2025-03-14,Chennai,Gardening,4,0,3,1,0,26,4,11,7,8,7.57,7.8,0.594
2025-03-15,Chennai,Gardening,5,1,3,1,0,22,11,4,6,7,7.14,7.67,0.594
2025-03-16,Chennai,Gardening,6,1,3,1,0,24,13,11,10,7,7.86,7.87,0.594
2025-03-17,Chennai,Gardening,0,0,3,1,0,25,5,13,4,9,8.29,8.17,0.594
2025-03-18,Chennai,Gardening,1,0,3,1,0,24,6,5,8,11,8.43,8.03,0.594
2025-03-19,Chennai,Gardening,2,0,3,1,0,26,16,6,7,8,8.14,7.93,0.594
2025-03-20,Chennai,Gardening,3,0,3,1,0,26,11,16,11,14,9.43,8.3,0.594
2025-03-21,Chennai,Gardening,4,0,3,1,0,25,6,11,4,7,9.43,8.4,0.594
2025-03-22,Chennai,Gardening,5,1,3,1,0,24,11,6,11,6,9.71,8.17,0.594
2025-03-23,Chennai,Gardening,6,1,3,1,0,22,9,11,13,10,9.71,8.37,0.594
2025-03-24,Chennai,Gardening,0,0,3,1,0,21,11,9,5,4,9.14,8.23,0.594
2025-03-25,Chennai,Gardening,1,0,3,1,0,24,7,11,6,8,10.0,8.3,0.594
2025-03-26,Chennai,Gardening,2,0,3,1,0,23,9,7,16,7,10.14,8.2,0.594
2025-03-27,Chennai,Gardening,3,0,3,1,0,29,8,9,11,11,9.14,8.43,0.594
2025-03-28,Chennai,Gardening,4,0,3,1,0,28,8,8,6,4,8.71,8.5,0.594
2025-03-29,Chennai,Gardening,5,1,3,1,0,23,15,8,11,11,9.0,8.6,0.594
2025-03-30,Chennai,Gardening,6,1,3,1,0,25,20,15,9,13,9.57,8.9,0.594
2025-03-31,Chennai,Gardening,0,0,3,1,0,23,5,20,11,5,11.14,9.3,0.594
2025-04-01,Chennai,Gardening,1,0,4,2,0,24,7,5,7,6,10.29,9.23,0.586
2025-04-02,Chennai,Gardening,2,0,4,2,0,23,9,7,9,16,10.29,9.23,0.586
2025-04-03,Chennai,Gardening,3,0,4,2,0,22,5,9,8,11,10.29,9.23,0.586
2025-04-04,Chennai,Gardening,4,0,4,2,0,25,5,5,8,6,9.86,9.03,0.586
2025-04-05,Chennai,Gardening,5,1,4,2,0,19,11,5,15,11,9.43,8.93,0.586
2025-04-06,Chennai,Gardening,6,1,4,2,0,21,4,11,20,9,8.86,8.83,0.586
2025-04-07,Chennai,Gardening,0,0,4,2,0,25,6,4,5,11,6.57,8.73,0.586
2025-04-08,Chennai,Gardening,1,0,4,2,0,28,9,6,7,7,6.71,8.73,0.586
2025-04-09,Chennai,Gardening,2,0,4,2,0,26,12,9,9,9,7.0,8.7,0.586
2025-04-10,Chennai,Gardening,3,0,4,2,0,24,5,12,5,8,7.43,8.97,0.586
2025-04-11,Chennai,Gardening,4,0,4,2,0,24,5,5,5,8,7.43,8.87,0.586
2025-04-12,Chennai,Gardening,5,1,4,2,0,23,10,5,11,15,7.43,8.8,0.586
2025-04-13,Chennai,Gardening,6,1,4,2,1,26,13,10,4,20,7.29,8.77,0.586
2025-04-14,Chennai,Gardening,0,0,4,2,1,21,7,13,6,5,8.57,9.07,0.586
2025-04-15,Chennai,Gardening,1,0,4,2,1,23,6,7,9,7,8.71,8.93,0.586
2025-04-16,Chennai,Gardening,2,0,4,2,0,25,7,6,12,9,8.29,8.7,0.586
2025-04-17,Chennai,Gardening,3,0,4,2,0,25,9,7,5,5,7.57,8.77,0.586
2025-04-18,Chennai,Gardening,4,0,4,2,0,26,7,9,5,5,8.14,8.87,0.586
2025-04-19,Chennai,Gardening,5,1,4,2,0,28,19,7,10,11,8.43,8.57,0.586
2025-04-20,Chennai,Gardening,6,1,4,2,0,23,4,19,13,4,9.71,8.83,0.586
2025-04-21,Chennai,Gardening,0,0,4,2,0,23,6,4,7,6,8.43,8.77,0.586
2025-04-22,Chennai,Gardening,1,0,4,2,0,25,8,6,6,9,8.29,8.6,0.586
2025-04-23,Chennai,Gardening,2,0,4,2,0,22,12,8,7,12,8.57,8.57,0.586
2025-04-24,Chennai,Gardening,3,0,4,2,0,28,12,12,9,5,9.29,8.6,0.586
2025-04-25,Chennai,Gardening,4,0,4,2,0,21,9,12,7,5,9.71,8.77,0.586
2025-04-26,Chennai,Gardening,5,1,4,2,0,20,12,9,19,10,10.0,8.77,0.586
2025-04-27,Chennai,Gardening,6,1,4,2,0,24,8,12,4,13,9.0,8.9,0.586
2025-04-28,Chennai,Gardening,0,0,4,2,0,24,9,8,6,7,9.57,8.9,0.586
2025-04-29,Chennai,Gardening,1,0,4,2,0,24,10,9,8,6,10.0,8.7,0.586
2025-04-30,Chennai,Gardening,2,0,4,2,0,21,7,10,12,7,10.29,8.37,0.586
2025-05-01,Chennai,Gardening,3,0,5,2,0,25,7,7,12,9,9.57,8.43,0.591
2025-05-02,Chennai,Gardening,4,0,5,2,0,27,6,7,9,7,8.86,8.43,0.591
2025-05-03,Chennai,Gardening,5,1,5,2,0,22,7,6,12,19,8.43,8.33,0.591
2025-05-04,Chennai,Gardening,6,1,5,2,0,24,13,7,8,4,7.71,8.4,0.591
2025-05-05,Chennai,Gardening,0,0,5,2,0,24,9,13,9,6,8.43,8.67,0.591
2025-05-06,Chennai,Gardening,1,0,5,2,0,25,14,9,10,8,8.43,8.6,0.591
2025-05-07,Chennai,Gardening,2,0,5,2,0,23,7,14,7,12,9.0,8.93,0.591
2025-05-08,Chennai,Gardening,3,0,5,2,0,24,7,7,7,12,9.0,8.97,0.591
2025-05-09,Chennai,Gardening,4,0,5,2,0,23,14,7,6,9,9.0,8.9,0.591
2025-05-10,Chennai,Gardening,5,1,5,2,0,25,10,14,7,12,10.14,8.97,0.591
2025-05-11,Chennai,Gardening,6,1,5,2,0,23,13,10,13,8,10.57,9.13,0.591
2025-05-12,Chennai,Gardening,0,0,5,2,0,30,8,13,9,9,10.57,9.4,0.591
2025-05-13,Chennai,Gardening,1,0,5,2,0,24,12,8,14,10,10.43,9.33,0.591
2025-05-14,Chennai,Gardening,2,0,5,2,0,28,8,12,7,7,10.14,9.3,0.591
2025-05-15,Chennai,Gardening,3,0,5,2,0,26,9,8,7,7,10.29,9.33,0.591
2025-05-16,Chennai,Gardening,4,0,5,2,0,25,8,9,14,6,10.57,9.43,0.591
2025-05-17,Chennai,Gardening,5,1,5,2,0,22,5,8,10,7,9.71,9.47,0.591
2025-05-18,Chennai,Gardening,6,1,5,2,0,26,11,5,13,13,9.0,9.33,0.591
2025-05-19,Chennai,Gardening,0,0,5,2,0,26,10,11,8,9,8.71,9.47,0.591
2025-05-20,Chennai,Gardening,1,0,5,2,0,22,11,10,12,14,9.0,9.17,0.591
2025-05-21,Chennai,Gardening,2,0,5,2,0,28,15,11,8,7,8.86,9.4,0.591
2025-05-22,Chennai,Gardening,3,0,5,2,0,20,7,15,9,7,9.86,9.7,0.591
2025-05-23,Chennai,Gardening,4,0,5,2,0,25,8,7,8,14,9.57,9.67,0.591
2025-05-24,Chennai,Gardening,5,1,5,2,0,22,8,8,5,10,9.57,9.53,0.591
2025-05-25,Chennai,Gardening,6,1,5,2,0,26,7,8,11,13,10.0,9.4,0.591
2025-05-26,Chennai,Gardening,0,0,5,2,0,27,4,7,10,8,9.43,9.33,0.591
2025-05-27,Chennai,Gardening,1,0,5,2,0,27,6,4,11,12,8.57,9.07,0.591
2025-05-28,Chennai,Gardening,2,0,5,2,0,29,9,6,15,8,7.86,9.0,0.591
2025-05-29,Chennai,Gardening,3,0,5,2,0,24,5,9,7,9,7.0,9.0,0.591
2025-05-30,Chennai,Gardening,4,0,5,2,0,23,9,5,8,8,6.71,8.83,0.591
2025-05-31,Chennai,Gardening,5,1,5,2,0,25,14,9,8,5,6.86,8.9,0.591
2025-06-01,Chennai,Gardening,6,1,6,2,0,26,15,14,7,11,7.71,9.13,0.689
2025-06-02,Chennai,Gardening,0,0,6,2,0,27,8,15,4,10,8.86,9.43,0.689
2025-06-03,Chennai,Gardening,1,0,6,2,0,24,11,8,6,11,9.43,9.47,0.689
2025-06-04,Chennai,Gardening,2,0,6,2,0,27,9,11,9,15,10.14,9.4,0.689
2025-06-05,Chennai,Gardening,3,0,6,2,0,26,13,9,5,7,10.14,9.4,0.689
2025-06-06,Chennai,Gardening,4,0,6,2,0,23,8,13,9,8,11.29,9.37,0.689
2025-06-07,Chennai,Gardening,5,1,6,2,0,26,11,8,14,8,11.14,9.4,0.689
2025-06-08,Chennai,Gardening,6,1,6,2,0,23,12,11,15,7,10.71,9.53,0.689
2025-06-09,Chennai,Gardening,0,0,6,2,0,28,4,12,8,4,10.29,9.47,0.689
2025-06-10,Chennai,Gardening,1,0,6,2,0,25,10,4,11,6,9.71,9.27,0.689
2025-06-11,Chennai,Gardening,2,0,6,2,0,29,17,10,9,9,9.57,9.17,0.689
2025-06-12,Chennai,Gardening,3,0,6,2,0,24,8,17,13,5,10.71,9.47,0.689
2025-06-13,Chennai,Gardening,4,0,6,2,0,25,15,8,8,9,10.0,9.33,0.689
2025-06-14,Chennai,Gardening,5,1,6,2,0,25,11,15,11,14,11.0,9.57,0.689
2025-06-15,Chennai,Gardening,6,1,6,2,0,26,20,11,12,15,11.0,9.63,0.689
2025-06-16,Chennai,Gardening,0,0,6,2,0,24,11,20,4,8,12.14,10.03,0.689
2025-06-17,Chennai,Gardening,1,0,6,2,0,27,10,11,10,11,13.14,10.23,0.689
2025-06-18,Chennai,Gardening,2,0,6,2,0,24,6,10,17,9,13.14,10.2,0.689
2025-06-19,Chennai,Gardening,3,0,6,2,0,25,13,6,8,13,11.57,10.07,0.689
2025-06-20,Chennai,Gardening,4,0,6,2,0,28,7,13,15,8,12.29,10.13,0.689
2025-06-21,Chennai,Gardening,5,1,6,2,0,22,7,7,11,11,11.14,9.87,0.689
2025-06-22,Chennai,Gardening,6,1,6,2,0,23,8,7,20,12,10.57,9.87,0.689
2025-06-23,Chennai,Gardening,0,0,6,2,0,24,13,8,11,4,8.86,9.87,0.689
2025-06-24,Chennai,Gardening,1,0,6,2,0,24,10,13,10,10,9.14,10.03,0.689
2025-06-25,Chennai,Gardening,2,0,6,2,0,27,8,10,6,17,9.14,10.13,0.689
2025-06-26,Chennai,Gardening,3,0,6,2,0,25,5,8,13,8,9.43,10.27,0.689
2025-06-27,Chennai,Gardening,4,0,6,2,0,26,11,5,7,15,8.29,10.23,0.689
2025-06-28,Chennai,Gardening,5,1,6,2,0,24,12,11,7,11,8.86,10.3,0.689
2025-06-29,Chennai,Gardening,6,1,6,2,0,22,10,12,8,20,9.57,10.53,0.689
2025-06-30,Chennai,Gardening,0,0,6,2,0,24,9,10,13,11,9.86,10.57,0.689
2025-07-01,Chennai,Gardening,1,0,7,3,0,26,14,9,10,10,9.29,10.4,0.689
2025-07-02,Chennai,Gardening,2,0,7,3,0,22,9,14,8,6,9.86,10.37,0.689
2025-07-03,Chennai,Gardening,3,0,7,3,0,28,11,9,5,13,10.0,10.4,0.689
2025-07-04,Chennai,Gardening,4,0,7,3,0,20,9,11,11,7,10.86,10.4,0.689
2025-07-05,Chennai,Gardening,5,1,7,3,0,21,12,9,12,7,10.57,10.4,0.689
2025-07-06,Chennai,Gardening,6,1,7,3,0,27,14,12,10,8,10.57,10.37,0.689
2025-07-07,Chennai,Gardening,0,0,7,3,0,23,24,14,9,13,11.14,10.57,0.689
2025-07-08,Chennai,Gardening,1,0,7,3,0,31,15,24,14,10,13.29,11.0,0.689
2025-07-09,Chennai,Gardening,2,0,7,3,0,26,15,15,9,8,13.43,11.1,0.689
2025-07-10,Chennai,Gardening,3,0,7,3,0,24,7,15,11,5,14.29,11.47,0.689
2025-07-11,Chennai,Gardening,4,0,7,3,0,22,12,7,9,11,13.71,11.37,0.689
2025-07-12,Chennai,Gardening,5,1,7,3,0,23,9,12,12,12,14.14,11.2,0.689
2025-07-13,Chennai,Gardening,6,1,7,3,0,25,15,9,14,10,13.71,11.23,0.689
2025-07-14,Chennai,Gardening,0,0,7,3,0,21,9,15,24,9,13.86,11.23,0.689
2025-07-15,Chennai,Gardening,1,0,7,3,0,30,14,9,15,14,11.71,11.17,0.689
2025-07-16,Chennai,Gardening,2,0,7,3,0,28,8,14,15,9,11.57,10.97,0.689
2025-07-17,Chennai,Gardening,3,0,7,3,0,24,15,8,7,11,10.57,10.87,0.689
2025-07-18,Chennai,Gardening,4,0,7,3,0,19,15,15,12,9,11.71,11.03,0.689
2025-07-19,Chennai,Gardening,5,1,7,3,0,26,11,15,9,12,12.14,11.33,0.689
2025-07-20,Chennai,Gardening,6,1,7,3,0,25,14,11,15,14,12.43,11.27,0.689
2025-07-21,Chennai,Gardening,0,0,7,3,0,24,8,14,9,24,12.29,11.5,0.689
2025-07-22,Chennai,Gardening,1,0,7,3,0,25,13,8,14,15,12.14,11.53,0.689
2025-07-23,Chennai,Gardening,2,0,7,3,0,22,13,13,8,15,12.0,11.7,0.689
2025-07-24,Chennai,Gardening,3,0,7,3,0,28,6,13,15,7,12.71,11.7,0.689
2025-07-25,Chennai,Gardening,4,0,7,3,0,22,14,6,15,12,11.43,11.57,0.689
2025-07-26,Chennai,Gardening,5,1,7,3,0,25,14,14,11,9,11.29,11.77,0.689
2025-07-27,Chennai,Gardening,6,1,7,3,0,24,6,14,14,15,11.71,12.07,0.689
2025-07-28,Chennai,Gardening,0,0,7,3,0,29,10,6,8,9,10.57,11.9,0.689
2025-07-29,Chennai,Gardening,1,0,7,3,0,21,7,10,13,14,10.86,11.83,0.689
2025-07-30,Chennai,Gardening,2,0,7,3,0,25,8,7,13,8,10.0,11.73,0.689
2025-07-31,Chennai,Gardening,3,0,7,3,0,25,11,8,6,15,9.29,11.7,0.689
2025-08-01,Chennai,Gardening,4,0,8,3,0,25,7,11,14,15,10.0,11.6,0.697
2025-08-02,Chennai,Gardening,5,1,8,3,0,24,20,7,14,11,9.0,11.53,0.697
2025-08-03,Chennai,Gardening,6,1,8,3,0,23,11,20,6,14,9.86,11.83,0.697
2025-08-04,Chennai,Gardening,0,0,8,3,0,24,11,11,10,8,10.57,11.9,0.697
2025-08-05,Chennai,Gardening,1,0,8,3,0,26,12,11,7,13,10.71,11.87,0.697
2025-08-06,Chennai,Gardening,2,0,8,3,0,27,13,12,8,13,11.43,11.8,0.697
2025-08-07,Chennai,Gardening,3,0,8,3,0,27,13,13,11,6,12.14,11.43,0.697
2025-08-08,Chennai,Gardening,4,0,8,3,0,25,4,13,7,14,12.43,11.37,0.697
2025-08-09,Chennai,Gardening,5,1,8,3,0,28,10,4,20,14,12.0,11.0,0.697
2025-08-10,Chennai,Gardening,6,1,8,3,0,26,14,10,11,6,10.57,11.1,0.697
2025-08-11,Chennai,Gardening,0,0,8,3,0,25,8,14,11,10,11.0,11.17,0.697
2025-08-12,Chennai,Gardening,1,0,8,3,0,23,11,8,12,7,10.57,11.13,0.697
2025-08-13,Chennai,Gardening,2,0,8,3,0,26,6,11,13,8,10.43,11.0,0.697
2025-08-14,Chennai,Gardening,3,0,8,3,0,26,10,6,13,11,9.43,10.9,0.697
2025-08-15,Chennai,Gardening,4,0,8,3,0,24,8,10,4,7,9.0,10.77,0.697
2025-08-16,Chennai,Gardening,5,1,8,3,0,24,6,8,10,20,9.57,10.77,0.697
2025-08-17,Chennai,Gardening,6,1,8,3,0,22,12,6,14,11,9.0,10.47,0.697
2025-08-18,Chennai,Gardening,0,0,8,3,0,26,9,12,8,11,8.71,10.37,0.697
2025-08-19,Chennai,Gardening,1,0,8,3,0,22,8,9,11,12,8.86,10.3,0.697
2025-08-20,Chennai,Gardening,2,0,8,3,0,25,9,8,6,13,8.43,10.1,0.697
2025-08-21,Chennai,Gardening,3,0,8,3,0,26,6,9,10,13,8.86,10.13,0.697
2025-08-22,Chennai,Gardening,4,0,8,3,0,26,10,6,8,4,8.29,9.9,0.697
2025-08-23,Chennai,Gardening,5,1,8,3,0,25,14,10,6,10,8.57,9.8,0.697
2025-08-24,Chennai,Gardening,6,1,8,3,0,25,16,14,12,14,9.71,10.07,0.697
2025-08-25,Chennai,Gardening,0,0,8,3,0,26,10,16,9,8,10.29,10.13,0.697
2025-08-26,Chennai,Gardening,1,0,8,3,0,27,5,10,8,11,10.43,10.0,0.697
2025-08-27,Chennai,Gardening,2,0,8,3,0,23,12,5,9,6,10.0,9.97,0.697
2025-08-28,Chennai,Gardening,3,0,8,3,0,23,6,12,6,10,10.43,10.03,0.697
2025-08-29,Chennai,Gardening,4,0,8,3,0,26,14,6,10,8,10.43,10.0,0.697
2025-08-30,Chennai,Gardening,5,1,8,3,0,26,12,14,14,6,11.0,10.2,0.697
2025-08-31,Chennai,Gardening,6,1,8,3,0,23,11,12,16,12,10.71,10.23,0.697
2025-09-01,Chennai,Gardening,0,0,9,3,0,25,8,11,10,9,10.0,10.37,0.691
2025-09-02,Chennai,Gardening,1,0,9,3,0,26,11,8,5,8,9.71,9.97,0.691
2025-09-03,Chennai,Gardening,2,0,9,3,0,26,7,11,12,9,10.57,9.97,0.691
2025-09-04,Chennai,Gardening,3,0,9,3,0,26,12,7,6,6,9.86,9.83,0.691
2025-09-05,Chennai,Gardening,4,0,9,3,0,23,10,12,14,10,10.71,9.83,0.691
2025-09-06,Chennai,Gardening,5,1,9,3,0,26,16,10,12,14,10.14,9.73,0.691
2025-09-07,Chennai,Gardening,6,1,9,3,0,26,7,16,11,16,10.71,9.83,0.691
2025-09-08,Chennai,Gardening,0,0,9,3,0,27,11,7,8,10,10.14,9.93,0.691
2025-09-09,Chennai,Gardening,1,0,9,3,0,27,12,11,11,5,10.57,9.97,0.691
2025-09-10,Chennai,Gardening,2,0,9,3,0,23,4,12,7,12,10.71,9.9,0.691
2025-09-11,Chennai,Gardening,3,0,9,3,0,27,7,4,12,6,10.29,9.77,0.691
2025-09-12,Chennai,Gardening,4,0,9,3,0,28,12,7,10,14,9.57,9.63,0.691
2025-09-13,Chennai,Gardening,5,1,9,3,0,24,8,12,16,12,9.86,9.83,0.691
2025-09-14,Chennai,Gardening,6,1,9,3,0,24,16,8,7,11,8.71,9.77,0.691
2025-09-15,Chennai,Gardening,0,0,9,3,0,26,12,16,11,8,10.0,10.03,0.691
2025-09-16,Chennai,Gardening,1,0,9,3,0,26,14,12,12,11,10.14,10.23,0.691
2025-09-17,Chennai,Gardening,2,0,9,3,0,24,16,14,4,7,10.43,10.3,0.691
2025-09-18,Chennai,Gardening,3,0,9,3,0,23,17,16,7,12,12.14,10.53,0.691
2025-09-19,Chennai,Gardening,4,0,9,3,0,26,12,17,12,10,13.57,10.83,0.691
2025-09-20,Chennai,Gardening,5,1,9,3,0,26,10,12,8,16,13.57,10.93,0.691
2025-09-21,Chennai,Gardening,6,1,9,3,0,21,15,10,16,7,13.86,11.07,0.691
2025-09-22,Chennai,Gardening,0,0,9,3,0,26,12,15,12,11,13.71,11.23,0.691
2025-09-23,Chennai,Gardening,1,0,9,3,0,22,12,12,14,12,13.71,11.17,0.691
2025-09-24,Chennai,Gardening,2,0,9,3,0,23,8,12,16,4,13.43,11.03,0.691
2025-09-25,Chennai,Gardening,3,0,9,3,0,21,15,8,17,7,12.29,10.97,0.691
2025-09-26,Chennai,Gardening,4,0,9,3,0,23,17,15,12,12,12.0,11.3,0.691
2025-09-27,Chennai,Gardening,5,1,9,3,0,22,16,17,10,8,12.71,11.47,0.691
2025-09-28,Chennai,Gardening,6,1,9,3,0,24,11,16,15,16,13.57,11.8,0.691
2025-09-29,Chennai,Gardening,0,0,9,3,0,28,14,11,12,12,13.0,11.7,0.691
2025-09-30,Chennai,Gardening,1,0,9,3,0,25,9,14,12,14,13.29,11.77,0.691
2025-10-01,Chennai,Gardening,2,0,10,4,0,20,13,9,8,16,12.86,11.7,0.639
2025-10-02,Chennai,Gardening,3,0,10,4,0,22,7,13,15,17,13.57,11.87,0.639
2025-10-03,Chennai,Gardening,4,0,10,4,0,25,9,7,17,12,12.43,11.73,0.639
2025-10-04,Chennai,Gardening,5,1,10,4,0,23,9,9,16,10,11.29,11.8,0.639
2025-10-05,Chennai,Gardening,6,1,10,4,0,24,9,9,11,15,10.29,11.7,0.639
2025-10-06,Chennai,Gardening,0,0,10,4,0,25,10,9,14,12,10.0,11.67,0.639
2025-10-07,Chennai,Gardening,1,0,10,4,0,25,11,10,9,12,9.43,11.47,0.639
2025-10-08,Chennai,Gardening,2,0,10,4,0,23,12,11,13,8,9.71,11.6,0.639
2025-10-09,Chennai,Gardening,3,0,10,4,0,24,6,12,7,15,9.57,11.63,0.639
2025-10-10,Chennai,Gardening,4,0,10,4,0,29,8,6,9,17,9.43,11.43,0.639
2025-10-11,Chennai,Gardening,5,1,10,4,0,26,7,8,9,16,9.29,11.57,0.639
2025-10-12,Chennai,Gardening,6,1,10,4,0,25,12,7,9,11,9.0,11.57,0.639
2025-10-13,Chennai,Gardening,0,0,10,4,0,31,14,12,10,14,9.43,11.57,0.639
2025-10-14,Chennai,Gardening,1,0,10,4,0,27,4,14,11,9,10.0,11.77,0.639
2025-10-15,Chennai,Gardening,2,0,10,4,0,23,6,4,12,13,9.0,11.37,0.639
2025-10-16,Chennai,Gardening,3,0,10,4,0,24,10,6,6,7,8.14,11.17,0.639
2025-10-17,Chennai,Gardening,4,0,10,4,0,22,10,10,8,9,8.71,11.03,0.639
2025-10-18,Chennai,Gardening,5,1,10,4,0,24,10,10,7,9,9.0,10.83,0.639
2025-10-19,Chennai,Gardening,6,1,10,4,0,23,4,10,12,9,9.43,10.6,0.639
2025-10-20,Chennai,Gardening,0,0,10,4,1,22,17,4,14,10,8.29,10.33,0.639
2025-10-21,Chennai,Gardening,1,0,10,4,1,25,19,17,4,11,8.71,10.57,0.639
2025-10-22,Chennai,Gardening,2,0,10,4,1,25,10,19,6,12,10.86,10.7,0.639
2025-10-23,Chennai,Gardening,3,0,10,4,1,21,13,10,10,6,11.43,10.63,0.639
2025-10-24,Chennai,Gardening,4,0,10,4,0,28,12,13,10,8,11.86,10.67,0.639
2025-10-25,Chennai,Gardening,5,1,10,4,0,28,6,12,10,7,12.14,10.8,0.639
2025-10-26,Chennai,Gardening,6,1,10,4,0,25,12,6,4,12,11.57,10.5,0.639
2025-10-27,Chennai,Gardening,0,0,10,4,0,30,9,12,17,14,12.71,10.33,0.639
2025-10-28,Chennai,Gardening,1,0,10,4,0,27,7,9,19,4,11.57,10.1,0.639
2025-10-29,Chennai,Gardening,2,0,10,4,0,27,7,7,10,6,9.86,9.97,0.639
2025-10-30,Chennai,Gardening,3,0,10,4,0,26,10,7,13,10,9.43,9.73,0.639
2025-10-31,Chennai,Gardening,4,0,10,4,0,27,11,10,12,10,9.0,9.77,0.639
2025-11-01,Chennai,Gardening,5,1,11,4,0,29,10,11,6,10,8.86,9.7,0.629
2025-11-02,Chennai,Gardening,6,1,11,4,0,30,11,10,12,4,9.43,9.8,0.629
2025-11-03,Chennai,Gardening,0,0,11,4,0,24,10,11,9,17,9.29,9.87,0.629
2025-11-04,Chennai,Gardening,1,0,11,4,0,27,9,10,7,19,9.43,9.9,0.629
2025-11-05,Chennai,Gardening,2,0,11,4,0,31,6,9,7,10,9.71,9.9,0.629
2025-11-06,Chennai,Gardening,3,0,11,4,0,25,6,6,10,13,9.57,9.77,0.629
2025-11-07,Chennai,Gardening,4,0,11,4,0,24,12,6,11,12,9.0,9.6,0.629
2025-11-08,Chennai,Gardening,5,1,11,4,0,27,12,12,10,6,9.14,9.6,0.629
2025-11-09,Chennai,Gardening,6,1,11,4,0,27,10,12,11,12,9.43,9.8,0.629
2025-11-10,Chennai,Gardening,0,0,11,4,0,21,12,10,10,9,9.29,9.87,0.629
2025-11-11,Chennai,Gardening,1,0,11,4,0,28,8,12,9,7,9.57,10.03,0.629
2025-11-12,Chennai,Gardening,2,0,11,4,0,26,5,8,6,7,9.43,9.9,0.629
2025-11-13,Chennai,Gardening,3,0,11,4,0,21,7,5,6,10,9.29,9.6,0.629
2025-11-14,Chennai,Gardening,4,0,11,4,0,25,4,7,12,11,9.43,9.7,0.629
2025-11-15,Chennai,Gardening,5,1,11,4,0,26,11,4,12,10,8.29,9.63,0.629
2025-11-16,Chennai,Gardening,6,1,11,4,0,23,7,11,10,11,8.14,9.67,0.629
2025-11-17,Chennai,Gardening,0,0,11,4,0,23,7,7,12,10,7.71,9.57,0.629
2025-11-18,Chennai,Gardening,1,0,11,4,0,26,12,7,8,9,7.0,9.47,0.629
2025-11-19,Chennai,Gardening,2,0,11,4,0,20,9,12,5,6,7.57,9.73,0.629
2025-11-20,Chennai,Gardening,3,0,11,4,0,22,11,9,7,6,8.14,9.47,0.629
2025-11-21,Chennai,Gardening,4,0,11,4,0,26,5,11,4,12,8.71,9.2,0.629
2025-11-22,Chennai,Gardening,5,1,11,4,0,26,14,5,11,12,8.86,9.03,0.629
2025-11-23,Chennai,Gardening,6,1,11,4,0,25,9,14,7,10,9.29,9.07,0.629
2025-11-24,Chennai,Gardening,0,0,11,4,0,24,10,9,7,12,9.57,8.97,0.629
2025-11-25,Chennai,Gardening,1,0,11,4,0,25,14,10,12,8,10.0,9.1,0.629
2025-11-26,Chennai,Gardening,2,0,11,4,0,26,12,14,9,5,10.29,9.17,0.629
2025-11-27,Chennai,Gardening,3,0,11,4,0,26,13,12,11,7,10.71,9.27,0.629
2025-11-28,Chennai,Gardening,4,0,11,4,0,27,11,13,5,4,11.0,9.47,0.629
2025-11-29,Chennai,Gardening,5,1,11,4,0,20,7,11,14,11,11.86,9.6,0.629
2025-11-30,Chennai,Gardening,6,1,11,4,0,21,15,7,9,7,10.86,9.5,0.629
2025-12-01,Chennai,Gardening,0,0,12,4,0,24,14,15,10,7,11.71,9.63,0.631
2025-12-02,Chennai,Gardening,1,0,12,4,0,22,9,14,14,12,12.29,9.77,0.631
2025-12-03,Chennai,Gardening,2,0,12,4,0,27,14,9,12,9,11.57,9.7,0.631
2025-12-04,Chennai,Gardening,3,0,12,4,0,28,8,14,13,11,11.86,9.83,0.631
2025-12-05,Chennai,Gardening,4,0,12,4,0,22,11,8,11,5,11.14,9.8,0.631
2025-12-06,Chennai,Gardening,5,1,12,4,0,29,11,11,7,14,11.14,9.97,0.631
2025-12-07,Chennai,Gardening,6,1,12,4,0,26,9,11,15,9,11.71,10.13,0.631
